dummy,dummy,dummy,Wind_on,Wind_off,Solar
2013,IND,h2128,0.327794626,0,0.55
2013,IND,h2129,0.346475578,0,0.38
2013,IND,h2130,0.374858435,0,0.09
2013,IND,h2131,0.431191224,0,0
2013,IND,h2132,0.444832381,0,0
2013,IND,h2133,0.429609728,0,0
2013,IND,h2134,0.412442721,0,0
2013,IND,h2135,0.40432068,0,0
2013,IND,h2136,0.407818163,0,0
2013,IND,h2137,0.424886259,0,0
2013,IND,h2138,0.418513129,0,0
2013,IND,h2139,0.40168449,0,0
2013,IND,h2140,0.377186735,0,0
2013,IND,h2141,0.346722245,0,0
2013,IND,h2142,0.30721585,0,0
2013,IND,h2143,0.241509864,0,0.01
2013,IND,h2144,0.22138381,0,0.16
2013,IND,h2145,0.244145442,0,0.32
2013,IND,h2146,0.268122653,0,0.49
2013,IND,h2147,0.300172993,0,0.71
2013,IND,h2148,0.330535918,0,0.81
2013,IND,h2149,0.362215306,0,0.85
2013,IND,h2150,0.394554762,0,0.78
2013,IND,h2151,0.425324626,0,0.68
2013,IND,h2152,0.455840068,0,0.59
2013,IND,h2153,0.488005578,0,0.38
2013,IND,h2154,0.512900068,0,0.14
2013,IND,h2155,0.529236871,0,0
2013,IND,h2156,0.521102245,0,0
2013,IND,h2157,0.502836531,0,0
2013,IND,h2158,0.501725918,0,0
2013,IND,h2159,0.50315585,0,0
2013,IND,h2160,0.490103469,0,0
2013,IND,h2161,0.454573333,0,0
2013,IND,h2162,0.417308299,0,0
2013,IND,h2163,0.389167075,0,0
2013,IND,h2164,0.364277143,0,0
2013,IND,h2165,0.350706463,0,0
2013,IND,h2166,0.331932449,0,0
2013,IND,h2167,0.270237415,0,0.01
2013,IND,h2168,0.253167551,0,0.17
2013,IND,h2169,0.290130952,0,0.4
2013,IND,h2170,0.257781497,0,0.61
2013,IND,h2171,0.207488776,0,0.75
2013,IND,h2172,0.172066803,0,0.82
2013,IND,h2173,0.161696054,0,0.84
2013,IND,h2174,0.178180136,0,0.77
2013,IND,h2175,0.215404966,0,0.72
2013,IND,h2176,0.255468639,0,0.57
2013,IND,h2177,0.29549381,0,0.36
2013,IND,h2178,0.342745782,0,0.12
2013,IND,h2179,0.385046463,0,0
2013,IND,h2180,0.393147619,0,0
2013,IND,h2181,0.391316054,0,0
2013,IND,h2182,0.396124354,0,0
2013,IND,h2183,0.435163401,0,0
2013,IND,h2184,0.475043673,0,0
2013,IND,h2185,0.495691156,0,0
2013,IND,h2186,0.493375102,0,0
2013,IND,h2187,0.472194422,0,0
2013,IND,h2188,0.425281293,0,0
2013,IND,h2189,0.37521034,0,0
2013,IND,h2190,0.323675782,0,0
2013,IND,h2191,0.237824558,0,0.01
2013,IND,h2192,0.179009592,0,0.16
2013,IND,h2193,0.157969932,0,0.34
2013,IND,h2194,0.125916122,0,0.61
2013,IND,h2195,0.120580204,0,0.66
2013,IND,h2196,0.14425551,0,0.83
2013,IND,h2197,0.175014286,0,0.81
2013,IND,h2198,0.198839864,0,0.73
2013,IND,h2199,0.217040204,0,0.65
2013,IND,h2200,0.240582993,0,0.46
2013,IND,h2201,0.263638571,0,0.36
2013,IND,h2202,0.291561837,0,0.11
2013,IND,h2203,0.343781633,0,0
2013,IND,h2204,0.361166054,0,0
2013,IND,h2205,0.347261293,0,0
2013,IND,h2206,0.345282925,0,0
2013,IND,h2207,0.352907211,0,0
2013,IND,h2208,0.364981565,0,0
2013,IND,h2209,0.362070748,0,0
2013,IND,h2210,0.356096735,0,0
2013,IND,h2211,0.321136735,0,0
2013,IND,h2212,0.278411769,0,0
2013,IND,h2213,0.237491156,0,0
2013,IND,h2214,0.205382993,0,0
2013,IND,h2215,0.146018571,0,0.01
2013,IND,h2216,0.091567687,0,0.18
2013,IND,h2217,0.139463333,0,0.41
2013,IND,h2218,0.098897959,0,0.61
2013,IND,h2219,0.075458435,0,0.75
2013,IND,h2220,0.071869932,0,0.82
2013,IND,h2221,0.081955374,0,0.84
2013,IND,h2222,0.097099728,0,0.8
2013,IND,h2223,0.107127551,0,0.71
2013,IND,h2224,0.114981565,0,0.57
2013,IND,h2225,0.116601837,0,0.36
2013,IND,h2226,0.128901293,0,0.13
2013,IND,h2227,0.167745646,0,0
2013,IND,h2228,0.191407075,0,0
2013,IND,h2229,0.215220952,0,0
2013,IND,h2230,0.258520952,0,0
2013,IND,h2231,0.284232245,0,0
2013,IND,h2232,0.283446803,0,0
2013,IND,h2233,0.272751088,0,0
2013,IND,h2234,0.254540272,0,0
2013,IND,h2235,0.242340816,0,0
2013,IND,h2236,0.227816122,0,0
2013,IND,h2237,0.204056463,0,0
2013,IND,h2238,0.186898367,0,0
2013,IND,h2239,0.131710204,0,0.01
2013,IND,h2240,0.079762925,0,0.18
2013,IND,h2241,0.084385374,0,0.42
2013,IND,h2242,0.077824626,0,0.61
2013,IND,h2243,0.065260612,0,0.75
2013,IND,h2244,0.053361224,0,0.81
2013,IND,h2245,0.046649796,0,0.83
2013,IND,h2246,0.049988503,0,0.79
2013,IND,h2247,0.056936599,0,0.68
2013,IND,h2248,0.066491633,0,0.5
2013,IND,h2249,0.08007966,0,0.36
2013,IND,h2250,0.115750068,0,0.12
2013,IND,h2251,0.191788435,0,0
2013,IND,h2252,0.23327034,0,0
2013,IND,h2253,0.248153946,0,0
2013,IND,h2254,0.253898095,0,0
2013,IND,h2255,0.257010748,0,0
2013,IND,h2256,0.259907619,0,0
2013,IND,h2257,0.259590136,0,0
2013,IND,h2258,0.254544762,0,0
2013,IND,h2259,0.241614354,0,0
2013,IND,h2260,0.222761156,0,0
2013,IND,h2261,0.197747211,0,0
2013,IND,h2262,0.181634626,0,0
2013,IND,h2263,0.143174694,0,0.01
2013,IND,h2264,0.09669585,0,0.18
2013,IND,h2265,0.063377551,0,0.4
2013,IND,h2266,0.040942653,0,0.61
2013,IND,h2267,0.026239524,0,0.73
2013,IND,h2268,0.020959728,0,0.8
2013,IND,h2269,0.018657075,0,0.82
2013,IND,h2270,0.021680544,0,0.8
2013,IND,h2271,0.029545918,0,0.7
2013,IND,h2272,0.037888639,0,0.55
2013,IND,h2273,0.048821769,0,0.35
2013,IND,h2274,0.087075102,0,0.13
2013,IND,h2275,0.16568517,0,0
2013,IND,h2276,0.201658027,0,0
2013,IND,h2277,0.207639116,0,0
2013,IND,h2278,0.215383741,0,0
2013,IND,h2279,0.230631973,0,0
2013,IND,h2280,0.24153415,0,0
2013,IND,h2281,0.219697347,0,0
2013,IND,h2282,0.202097007,0,0
2013,IND,h2283,0.197944966,0,0
2013,IND,h2284,0.198512449,0,0
2013,IND,h2285,0.19857966,0,0
2013,IND,h2286,0.19597517,0,0
2013,IND,h2287,0.162219796,0,0.01
2013,IND,h2288,0.110257007,0,0.19
2013,IND,h2289,0.09739932,0,0.42
2013,IND,h2290,0.067373061,0,0.6
2013,IND,h2291,0.033881905,0,0.74
2013,IND,h2292,0.016003333,0,0.8
2013,IND,h2293,0.010161156,0,0.83
2013,IND,h2294,0.009209728,0,0.74
2013,IND,h2295,0.011413605,0,0.68
2013,IND,h2296,0.024552653,0,0.56
2013,IND,h2297,0.046064286,0,0.32
2013,IND,h2298,0.089417959,0,0.14
2013,IND,h2299,0.167878163,0,0
2013,IND,h2300,0.207347823,0,0
2013,IND,h2301,0.231199932,0,0
2013,IND,h2302,0.256904898,0,0
2013,IND,h2303,0.255911361,0,0
2013,IND,h2304,0.234159184,0,0
2013,IND,h2305,0.203333129,0,0
2013,IND,h2306,0.180678639,0,0
2013,IND,h2307,0.165751769,0,0
2013,IND,h2308,0.164132041,0,0
2013,IND,h2309,0.167387347,0,0
2013,IND,h2310,0.170782653,0,0
2013,IND,h2311,0.146774694,0,0.02
2013,IND,h2312,0.092581088,0,0.18
2013,IND,h2313,0.064492585,0,0.41
2013,IND,h2314,0.039753401,0,0.59
2013,IND,h2315,0.01882585,0,0.74
2013,IND,h2316,0.02328966,0,0.8
2013,IND,h2317,0.035331224,0,0.81
2013,IND,h2318,0.054547755,0,0.75
2013,IND,h2319,0.077793061,0,0.69
2013,IND,h2320,0.102782789,0,0.55
2013,IND,h2321,0.13337966,0,0.34
2013,IND,h2322,0.177064626,0,0.13
2013,IND,h2323,0.231092313,0,0
2013,IND,h2324,0.243742449,0,0
2013,IND,h2325,0.244877687,0,0
2013,IND,h2326,0.250219116,0,0
2013,IND,h2327,0.259796803,0,0
2013,IND,h2328,0.27272449,0,0
2013,IND,h2329,0.273547891,0,0
2013,IND,h2330,0.26345551,0,0
2013,IND,h2331,0.244780136,0,0
2013,IND,h2332,0.241008027,0,0
2013,IND,h2333,0.248177823,0,0
2013,IND,h2334,0.259713673,0,0
2013,IND,h2335,0.246675646,0,0.02
2013,IND,h2336,0.195888776,0,0.19
2013,IND,h2337,0.163336803,0,0.4
2013,IND,h2338,0.186597891,0,0.57
2013,IND,h2339,0.170520952,0,0.69
2013,IND,h2340,0.147981905,0,0.73
2013,IND,h2341,0.12437034,0,0.8
2013,IND,h2342,0.103407483,0,0.76
2013,IND,h2343,0.088247211,0,0.55
2013,IND,h2344,0.085886803,0,0.45
2013,IND,h2345,0.095825102,0,0.29
2013,IND,h2346,0.122559048,0,0.08
2013,IND,h2347,0.171993605,0,0
2013,IND,h2348,0.229891497,0,0
2013,IND,h2349,0.287859048,0,0
2013,IND,h2350,0.310936395,0,0
2013,IND,h2351,0.296888095,0,0
2013,IND,h2352,0.261507075,0,0
2013,IND,h2353,0.237555306,0,0
2013,IND,h2354,0.219828503,0,0
2013,IND,h2355,0.205990408,0,0
2013,IND,h2356,0.205175034,0,0
2013,IND,h2357,0.192752993,0,0
2013,IND,h2358,0.164058027,0,0
2013,IND,h2359,0.132107823,0,0.02
2013,IND,h2360,0.093486122,0,0.18
2013,IND,h2361,0.054286599,0,0.41
2013,IND,h2362,0.050878231,0,0.57
2013,IND,h2363,0.054484082,0,0.72
2013,IND,h2364,0.062945442,0,0.81
2013,IND,h2365,0.078954898,0,0.84
2013,IND,h2366,0.10099483,0,0.8
2013,IND,h2367,0.129058163,0,0.69
2013,IND,h2368,0.154723946,0,0.51
2013,IND,h2369,0.167065578,0,0.32
2013,IND,h2370,0.17030898,0,0.12
2013,IND,h2371,0.211334558,0,0
2013,IND,h2372,0.277619252,0,0
2013,IND,h2373,0.328606871,0,0
2013,IND,h2374,0.328287891,0,0
2013,IND,h2375,0.288496259,0,0
2013,IND,h2376,0.241572041,0,0
2013,IND,h2377,0.23497517,0,0
2013,IND,h2378,0.264301088,0,0
2013,IND,h2379,0.283385986,0,0
2013,IND,h2380,0.285928776,0,0
2013,IND,h2381,0.281587551,0,0
2013,IND,h2382,0.264442245,0,0
2013,IND,h2383,0.211035714,0,0.02
2013,IND,h2384,0.146302313,0,0.19
2013,IND,h2385,0.148462857,0,0.42
2013,IND,h2386,0.144471701,0,0.62
2013,IND,h2387,0.127348027,0,0.75
2013,IND,h2388,0.134392517,0,0.82
2013,IND,h2389,0.153807551,0,0.84
2013,IND,h2390,0.17344585,0,0.8
2013,IND,h2391,0.191442925,0,0.65
2013,IND,h2392,0.211291633,0,0.5
2013,IND,h2393,0.229791769,0,0.36
2013,IND,h2394,0.261983878,0,0.13
2013,IND,h2395,0.323902041,0,0
2013,IND,h2396,0.35977449,0,0
2013,IND,h2397,0.372911429,0,0
2013,IND,h2398,0.391601156,0,0
2013,IND,h2399,0.428963197,0,0
2013,IND,h2400,0.464408231,0,0
2013,IND,h2401,0.472283401,0,0
2013,IND,h2402,0.45316619,0,0
2013,IND,h2403,0.412943605,0,0
2013,IND,h2404,0.367239796,0,0
2013,IND,h2405,0.326541701,0,0
2013,IND,h2406,0.295036054,0,0
2013,IND,h2407,0.224731633,0,0.02
2013,IND,h2408,0.192374286,0,0.19
2013,IND,h2409,0.18172585,0,0.43
2013,IND,h2410,0.150330952,0,0.61
2013,IND,h2411,0.133301224,0,0.73
2013,IND,h2412,0.141280816,0,0.8
2013,IND,h2413,0.167428503,0,0.81
2013,IND,h2414,0.198930136,0,0.79
2013,IND,h2415,0.224706463,0,0.68
2013,IND,h2416,0.237188367,0,0.56
2013,IND,h2417,0.243805782,0,0.36
2013,IND,h2418,0.253383197,0,0.12
2013,IND,h2419,0.27110619,0,0
2013,IND,h2420,0.275947823,0,0
2013,IND,h2421,0.270067075,0,0
2013,IND,h2422,0.262586054,0,0
2013,IND,h2423,0.282028095,0,0
2013,IND,h2424,0.338798299,0,0
2013,IND,h2425,0.399236735,0,0
2013,IND,h2426,0.428888503,0,0
2013,IND,h2427,0.433895034,0,0
2013,IND,h2428,0.41091068,0,0
2013,IND,h2429,0.362610884,0,0
2013,IND,h2430,0.316942449,0,0
2013,IND,h2431,0.237806122,0,0.02
2013,IND,h2432,0.174904762,0,0.2
2013,IND,h2433,0.188647755,0,0.43
2013,IND,h2434,0.20933415,0,0.61
2013,IND,h2435,0.206192585,0,0.73
2013,IND,h2436,0.212527619,0,0.81
2013,IND,h2437,0.234148435,0,0.82
2013,IND,h2438,0.266733197,0,0.79
2013,IND,h2439,0.30679449,0,0.7
2013,IND,h2440,0.33519551,0,0.55
2013,IND,h2441,0.351007143,0,0.35
2013,IND,h2442,0.382839592,0,0.13
2013,IND,h2443,0.446440068,0,0
2013,IND,h2444,0.464728231,0,0
2013,IND,h2445,0.44788932,0,0
2013,IND,h2446,0.425573333,0,0
2013,IND,h2447,0.399711837,0,0
2013,IND,h2448,0.372042993,0,0
2013,IND,h2449,0.34883381,0,0
2013,IND,h2450,0.320189388,0,0
2013,IND,h2451,0.277443537,0,0
2013,IND,h2452,0.241925714,0,0
2013,IND,h2453,0.226257823,0,0
2013,IND,h2454,0.227081905,0,0
2013,IND,h2455,0.200340612,0,0.02
2013,IND,h2456,0.185413673,0,0.18
2013,IND,h2457,0.214411429,0,0.42
2013,IND,h2458,0.201828571,0,0.6
2013,IND,h2459,0.161978027,0,0.73
2013,IND,h2460,0.118427211,0,0.8
2013,IND,h2461,0.088768912,0,0.82
2013,IND,h2462,0.077969048,0,0.78
2013,IND,h2463,0.08224619,0,0.66
2013,IND,h2464,0.096203333,0,0.41
2013,IND,h2465,0.122454966,0,0.26
2013,IND,h2466,0.182990204,0,0.1
2013,IND,h2467,0.268323469,0,0
2013,IND,h2468,0.321488367,0,0
2013,IND,h2469,0.361237755,0,0
2013,IND,h2470,0.368439116,0,0
2013,IND,h2471,0.368907755,0,0
2013,IND,h2472,0.372063469,0,0
2013,IND,h2473,0.368267823,0,0
2013,IND,h2474,0.349346122,0,0
2013,IND,h2475,0.319034694,0,0
2013,IND,h2476,0.291944082,0,0
2013,IND,h2477,0.269980544,0,0
2013,IND,h2478,0.250917075,0,0
2013,IND,h2479,0.204246667,0,0.02
2013,IND,h2480,0.161663401,0,0.2
2013,IND,h2481,0.114371088,0,0.42
2013,IND,h2482,0.079512313,0,0.62
2013,IND,h2483,0.054913878,0,0.74
2013,IND,h2484,0.044771905,0,0.83
2013,IND,h2485,0.042993129,0,0.84
2013,IND,h2486,0.047154626,0,0.81
2013,IND,h2487,0.054467279,0,0.65
2013,IND,h2488,0.063917823,0,0.51
2013,IND,h2489,0.08845068,0,0.34
2013,IND,h2490,0.140325986,0,0.13
2013,IND,h2491,0.211062381,0,0
2013,IND,h2492,0.247201769,0,0
2013,IND,h2493,0.26286966,0,0
2013,IND,h2494,0.272409048,0,0
2013,IND,h2495,0.274076531,0,0
2013,IND,h2496,0.268679184,0,0
2013,IND,h2497,0.246046054,0,0
2013,IND,h2498,0.212763605,0,0
2013,IND,h2499,0.178864218,0,0
2013,IND,h2500,0.157938503,0,0
2013,IND,h2501,0.14978483,0,0
2013,IND,h2502,0.143055986,0,0
2013,IND,h2503,0.113189388,0,0.03
2013,IND,h2504,0.063956735,0,0.2
2013,IND,h2505,0.034516939,0,0.41
2013,IND,h2506,0.034047823,0,0.56
2013,IND,h2507,0.023020408,0,0.69
2013,IND,h2508,0.016879252,0,0.75
2013,IND,h2509,0.02038415,0,0.78
2013,IND,h2510,0.032687483,0,0.78
2013,IND,h2511,0.051906803,0,0.63
2013,IND,h2512,0.072203673,0,0.49
2013,IND,h2513,0.089427007,0,0.32
2013,IND,h2514,0.106474082,0,0.12
2013,IND,h2515,0.130713673,0,0
2013,IND,h2516,0.142397483,0,0
2013,IND,h2517,0.161487959,0,0
2013,IND,h2518,0.188414558,0,0
2013,IND,h2519,0.205398367,0,0
2013,IND,h2520,0.183351088,0,0
2013,IND,h2521,0.140362245,0,0
2013,IND,h2522,0.122409796,0,0
2013,IND,h2523,0.13068415,0,0
2013,IND,h2524,0.14277898,0,0
2013,IND,h2525,0.138190204,0,0
2013,IND,h2526,0.123944966,0,0
2013,IND,h2527,0.088327007,0,0.02
2013,IND,h2528,0.040792381,0,0.18
2013,IND,h2529,0.019797551,0,0.42
2013,IND,h2530,0.015621361,0,0.57
2013,IND,h2531,0.015022857,0,0.73
2013,IND,h2532,0.02025517,0,0.69
2013,IND,h2533,0.031933333,0,0.7
2013,IND,h2534,0.054740068,0,0.79
2013,IND,h2535,0.084343265,0,0.56
2013,IND,h2536,0.111415102,0,0.56
2013,IND,h2537,0.132019796,0,0.32
2013,IND,h2538,0.146385646,0,0.1
2013,IND,h2539,0.160888027,0,0
2013,IND,h2540,0.16555966,0,0
2013,IND,h2541,0.195162245,0,0
2013,IND,h2542,0.24454932,0,0
2013,IND,h2543,0.281125238,0,0
2013,IND,h2544,0.300898844,0,0
2013,IND,h2545,0.311571973,0,0
2013,IND,h2546,0.319954694,0,0
2013,IND,h2547,0.32191102,0,0
2013,IND,h2548,0.307060748,0,0
2013,IND,h2549,0.288310408,0,0
2013,IND,h2550,0.25807898,0,0
2013,IND,h2551,0.188923673,0,0.03
2013,IND,h2552,0.103917075,0,0.18
2013,IND,h2553,0.105134898,0,0.36
2013,IND,h2554,0.104966054,0,0.53
2013,IND,h2555,0.101927959,0,0.67
2013,IND,h2556,0.10824415,0,0.8
2013,IND,h2557,0.114716327,0,0.68
2013,IND,h2558,0.121802245,0,0.68
2013,IND,h2559,0.127976327,0,0.62
2013,IND,h2560,0.135830136,0,0.56
2013,IND,h2561,0.148421361,0,0.32
2013,IND,h2562,0.16954381,0,0.12
2013,IND,h2563,0.222946667,0,0
2013,IND,h2564,0.264728095,0,0
2013,IND,h2565,0.26921,0,0
2013,IND,h2566,0.275357347,0,0
2013,IND,h2567,0.300306395,0,0
2013,IND,h2568,0.334852245,0,0
2013,IND,h2569,0.361487075,0,0
2013,IND,h2570,0.370550204,0,0
2013,IND,h2571,0.366645306,0,0
2013,IND,h2572,0.350399184,0,0
2013,IND,h2573,0.328715102,0,0
2013,IND,h2574,0.304364286,0,0
2013,IND,h2575,0.244589048,0,0.02
2013,IND,h2576,0.235952721,0,0.17
2013,IND,h2577,0.266521565,0,0.41
2013,IND,h2578,0.264582653,0,0.58
2013,IND,h2579,0.275040068,0,0.73
2013,IND,h2580,0.286493946,0,0.8
2013,IND,h2581,0.30388966,0,0.81
2013,IND,h2582,0.324149116,0,0.73
2013,IND,h2583,0.342893401,0,0.67
2013,IND,h2584,0.358109456,0,0.55
2013,IND,h2585,0.366983673,0,0.35
2013,IND,h2586,0.383747415,0,0.14
2013,IND,h2587,0.447354082,0,0
2013,IND,h2588,0.511108639,0,0
2013,IND,h2589,0.538641973,0,0
2013,IND,h2590,0.555031565,0,0
2013,IND,h2591,0.555593673,0,0
2013,IND,h2592,0.531040476,0,0
2013,IND,h2593,0.511480884,0,0
2013,IND,h2594,0.488259048,0,0
2013,IND,h2595,0.442826871,0,0
2013,IND,h2596,0.401601905,0,0
2013,IND,h2597,0.369521361,0,0
2013,IND,h2598,0.344646259,0,0
2013,IND,h2599,0.314085306,0,0.03
2013,IND,h2600,0.350093673,0,0.19
2013,IND,h2601,0.355624082,0,0.42
2013,IND,h2602,0.327549456,0,0.61
2013,IND,h2603,0.299827891,0,0.74
2013,IND,h2604,0.292672381,0,0.82
2013,IND,h2605,0.295844762,0,0.8
2013,IND,h2606,0.305495714,0,0.8
2013,IND,h2607,0.319554626,0,0.69
2013,IND,h2608,0.333653197,0,0.52
2013,IND,h2609,0.349869932,0,0.33
2013,IND,h2610,0.377414354,0,0.13
2013,IND,h2611,0.427590952,0,0
2013,IND,h2612,0.474485306,0,0
2013,IND,h2613,0.531607415,0,0
2013,IND,h2614,0.571961224,0,0
2013,IND,h2615,0.587870476,0,0
2013,IND,h2616,0.574020612,0,0
2013,IND,h2617,0.544972993,0,0
2013,IND,h2618,0.516264014,0,0
2013,IND,h2619,0.49024585,0,0
2013,IND,h2620,0.46890898,0,0
2013,IND,h2621,0.451618163,0,0
2013,IND,h2622,0.433279048,0,0
2013,IND,h2623,0.415374014,0,0.03
2013,IND,h2624,0.471017211,0,0.21
2013,IND,h2625,0.462843673,0,0.41
2013,IND,h2626,0.422115306,0,0.62
2013,IND,h2627,0.37254483,0,0.74
2013,IND,h2628,0.336385714,0,0.82
2013,IND,h2629,0.319797347,0,0.83
2013,IND,h2630,0.322430612,0,0.78
2013,IND,h2631,0.348124422,0,0.69
2013,IND,h2632,0.382051633,0,0.55
2013,IND,h2633,0.410314694,0,0.35
2013,IND,h2634,0.451828095,0,0.13
2013,IND,h2635,0.540252517,0,0
2013,IND,h2636,0.617340884,0,0
2013,IND,h2637,0.647324014,0,0
2013,IND,h2638,0.641322993,0,0
2013,IND,h2639,0.605532109,0,0
2013,IND,h2640,0.601555714,0,0
2013,IND,h2641,0.579611701,0,0
2013,IND,h2642,0.542642177,0,0
2013,IND,h2643,0.511927347,0,0
2013,IND,h2644,0.490500408,0,0
2013,IND,h2645,0.464076463,0,0
2013,IND,h2646,0.434707551,0,0
2013,IND,h2647,0.397478639,0,0.03
2013,IND,h2648,0.410476735,0,0.2
2013,IND,h2649,0.417384286,0,0.42
2013,IND,h2650,0.407350204,0,0.62
2013,IND,h2651,0.372578707,0,0.75
2013,IND,h2652,0.328946259,0,0.82
2013,IND,h2653,0.296165306,0,0.81
2013,IND,h2654,0.278909932,0,0.77
2013,IND,h2655,0.278440476,0,0.68
2013,IND,h2656,0.284657483,0,0.51
2013,IND,h2657,0.294629796,0,0.34
2013,IND,h2658,0.32470966,0,0.12
2013,IND,h2659,0.363680476,0,0
2013,IND,h2660,0.401514558,0,0
2013,IND,h2661,0.431332041,0,0
2013,IND,h2662,0.447441633,0,0
2013,IND,h2663,0.437778163,0,0
2013,IND,h2664,0.407957823,0,0
2013,IND,h2665,0.365771088,0,0
2013,IND,h2666,0.327304082,0,0
2013,IND,h2667,0.300828571,0,0
2013,IND,h2668,0.281046122,0,0
2013,IND,h2669,0.264731837,0,0
2013,IND,h2670,0.243880544,0,0
2013,IND,h2671,0.189054898,0,0.03
2013,IND,h2672,0.186603129,0,0.21
2013,IND,h2673,0.194827959,0,0.41
2013,IND,h2674,0.15873483,0,0.61
2013,IND,h2675,0.137616395,0,0.73
2013,IND,h2676,0.139037143,0,0.8
2013,IND,h2677,0.15901,0,0.82
2013,IND,h2678,0.188645782,0,0.78
2013,IND,h2679,0.211613673,0,0.7
2013,IND,h2680,0.22676551,0,0.56
2013,IND,h2681,0.240814762,0,0.35
2013,IND,h2682,0.264932109,0,0.13
2013,IND,h2683,0.295579116,0,0.01
2013,IND,h2684,0.280655646,0,0
2013,IND,h2685,0.239469252,0,0
2013,IND,h2686,0.208657959,0,0
2013,IND,h2687,0.194125782,0,0
2013,IND,h2688,0.18376483,0,0
2013,IND,h2689,0.172698299,0,0
2013,IND,h2690,0.160800952,0,0
2013,IND,h2691,0.142798844,0,0
2013,IND,h2692,0.128107211,0,0
2013,IND,h2693,0.121325714,0,0
2013,IND,h2694,0.121466463,0,0
2013,IND,h2695,0.101811224,0,0.03
2013,IND,h2696,0.073229728,0,0.22
2013,IND,h2697,0.077852993,0,0.44
2013,IND,h2698,0.08689517,0,0.62
2013,IND,h2699,0.091485714,0,0.75
2013,IND,h2700,0.096937007,0,0.83
2013,IND,h2701,0.110192517,0,0.84
2013,IND,h2702,0.129295986,0,0.8
2013,IND,h2703,0.157986599,0,0.7
2013,IND,h2704,0.188905782,0,0.54
2013,IND,h2705,0.206914694,0,0.35
2013,IND,h2706,0.211677143,0,0.14
2013,IND,h2707,0.226799456,0,0.01
2013,IND,h2708,0.245786259,0,0
2013,IND,h2709,0.258711088,0,0
2013,IND,h2710,0.271974898,0,0
2013,IND,h2711,0.303709252,0,0
2013,IND,h2712,0.351327959,0,0
2013,IND,h2713,0.380268912,0,0
2013,IND,h2714,0.360827075,0,0
2013,IND,h2715,0.310705986,0,0
2013,IND,h2716,0.257240476,0,0
2013,IND,h2717,0.213515714,0,0
2013,IND,h2718,0.178747415,0,0
2013,IND,h2719,0.135094286,0,0.03
2013,IND,h2720,0.105455714,0,0.22
2013,IND,h2721,0.092993605,0,0.44
2013,IND,h2722,0.087798435,0,0.62
2013,IND,h2723,0.085917483,0,0.75
2013,IND,h2724,0.096838367,0,0.82
2013,IND,h2725,0.11910619,0,0.83
2013,IND,h2726,0.146012313,0,0.8
2013,IND,h2727,0.173509116,0,0.71
2013,IND,h2728,0.195669388,0,0.55
2013,IND,h2729,0.206153673,0,0.33
2013,IND,h2730,0.210263061,0,0.13
2013,IND,h2731,0.225181497,0,0.01
2013,IND,h2732,0.235705782,0,0
2013,IND,h2733,0.247809456,0,0
2013,IND,h2734,0.281094626,0,0
2013,IND,h2735,0.331571905,0,0
2013,IND,h2736,0.380276803,0,0
2013,IND,h2737,0.410040612,0,0
2013,IND,h2738,0.411390952,0,0
2013,IND,h2739,0.384806667,0,0
2013,IND,h2740,0.343270816,0,0
2013,IND,h2741,0.306687143,0,0
2013,IND,h2742,0.273092857,0,0
2013,IND,h2743,0.182180204,0,0.03
2013,IND,h2744,0.139498231,0,0.22
2013,IND,h2745,0.137584966,0,0.44
2013,IND,h2746,0.120065306,0,0.61
2013,IND,h2747,0.111642789,0,0.73
2013,IND,h2748,0.109142789,0,0.8
2013,IND,h2749,0.109049388,0,0.8
2013,IND,h2750,0.112696259,0,0.76
2013,IND,h2751,0.122068912,0,0.63
2013,IND,h2752,0.132830952,0,0.46
2013,IND,h2753,0.142335238,0,0.27
2013,IND,h2754,0.153747279,0,0.12
2013,IND,h2755,0.190035238,0,0.01
2013,IND,h2756,0.24657966,0,0
2013,IND,h2757,0.317682313,0,0
2013,IND,h2758,0.378182789,0,0
2013,IND,h2759,0.411084898,0,0
2013,IND,h2760,0.417533469,0,0
2013,IND,h2761,0.393603061,0,0
2013,IND,h2762,0.357429388,0,0
2013,IND,h2763,0.312377959,0,0
2013,IND,h2764,0.261454082,0,0
2013,IND,h2765,0.225867619,0,0
2013,IND,h2766,0.200809456,0,0
2013,IND,h2767,0.145407959,0,0.04
2013,IND,h2768,0.179384354,0,0.18
2013,IND,h2769,0.222162721,0,0.39
2013,IND,h2770,0.215065986,0,0.59
2013,IND,h2771,0.195652381,0,0.71
2013,IND,h2772,0.173292381,0,0.76
2013,IND,h2773,0.153578435,0,0.79
2013,IND,h2774,0.142756871,0,0.74
2013,IND,h2775,0.137968571,0,0.64
2013,IND,h2776,0.132577075,0,0.53
2013,IND,h2777,0.134063469,0,0.33
2013,IND,h2778,0.151398299,0,0.12
2013,IND,h2779,0.208364218,0,0.01
2013,IND,h2780,0.252616939,0,0
2013,IND,h2781,0.276017619,0,0
2013,IND,h2782,0.304394354,0,0
2013,IND,h2783,0.326154898,0,0
2013,IND,h2784,0.33511619,0,0
2013,IND,h2785,0.330123265,0,0
2013,IND,h2786,0.311778912,0,0
2013,IND,h2787,0.283890612,0,0
2013,IND,h2788,0.23776619,0,0
2013,IND,h2789,0.184456735,0,0
2013,IND,h2790,0.13959932,0,0
2013,IND,h2791,0.072831088,0,0.04
2013,IND,h2792,0.044298095,0,0.21
