dummy,dummy,PR_up,PR_do,SR_up,SR_do,MR_up,MR_do
2013,h2085,0.05,0.05,0.20302977,0.08044256,0.102564769,0.002013662
2013,h2086,0.05,0.05,0.20404067,0.077176233,0.103214187,0.003373097
2013,h2087,0.05,0.05,0.202556063,0.071631879,0.101936998,0.003670473
2013,h2088,0.05,0.05,0.201764924,0.061264627,0.100789692,0.003033238
2013,h2089,0.05,0.05,0.20981794,0.057953827,0.102110176,0.003033238
2013,h2090,0.05,0.05,0.198092475,0.062440702,0.102066881,0.003033238
2013,h2091,0.05,0.05,0.184921472,0.065459954,0.10128758,0.003033238
2013,h2092,0.05,0.05,0.171784654,0.065879981,0.099469209,0.003033238
2013,h2093,0.05,0.05,0.157099742,0.065721853,0.099122853,0.003033238
2013,h2094,0.05,0.05,0.14576008,0.066379072,0.09089689,0.002876054
2013,h2095,0.05,0.05,0.141692061,0.067016524,0.083536818,0.002718869
2013,h2096,0.05,0.05,0.137164987,0.077003281,0.083536818,0.002718869
2013,h2097,0.05,0.05,0.118822277,0.077527079,0.080073254,0.002718869
2013,h2098,0.05,0.05,0.099576106,0.0764696,0.076176746,0.002718869
2013,h2099,0.05,0.05,0.086229294,0.076627728,0.067517837,0.002718869
2013,h2100,0.05,0.05,0.08097945,0.084603297,0.061066951,0.002718869
2013,h2101,0.05,0.05,0.064614588,0.084030084,0.058902224,0.002718869
2013,h2102,0.05,0.05,0.061240038,0.084059733,0.045913861,0.002718869
2013,h2103,0.05,0.05,0.053934208,0.08365453,0.028596045,0.002718869
2013,h2104,0.05,0.05,0.055086732,0.084123972,0.006948774,0.002718869
2013,h2105,0.05,0.05,0.051380098,0.083763243,0.00261932,0.002718869
2013,h2106,0.05,0.05,0.045339115,0.086668841,0.00261932,0.002718869
2013,h2107,0.05,0.05,0.042775238,0.087919039,0.00261932,0.002718869
2013,h2108,0.05,0.05,0.041461556,0.087009804,0.00261932,0.002718869
2013,h2109,0.05,0.05,0.042101305,0.086955448,0.00261932,0.002718869
2013,h2110,0.05,0.05,0.044753086,0.08607092,0.001969902,0.001359434
2013,h2111,0.05,0.05,0.045041217,0.079992884,0.002974335,0.00084115
2013,h2112,0.05,0.05,0.047712533,0.082972604,0.002974335,0.00084115
2013,h2113,0.05,0.05,0.047365799,0.08299237,0.001653851,0.00084115
2013,h2114,0.05,0.05,0.050857556,0.078372075,0.00254139,0.00084115
2013,h2115,0.05,0.05,0.058326985,0.075580131,0.00254139,0.00084115
2013,h2116,0.05,0.05,0.066854929,0.074863615,0.00254139,0.00084115
2013,h2117,0.05,0.05,0.076265579,0.074922913,0.00254139,0.00084115
2013,h2118,0.05,0.05,0.085119501,0.074147098,0.005680244,0.00084115
2013,h2119,0.05,0.05,0.091976041,0.073168683,0.008277916,0.00084115
2013,h2120,0.05,0.05,0.092156733,0.062776724,0.008277916,0.00084115
2013,h2121,0.05,0.05,0.090315625,0.067456317,0.008277916,0.00084115
2013,h2122,0.05,0.05,0.090984675,0.071814714,0.00943821,0.00084115
2013,h2123,0.05,0.05,0.090662359,0.073470114,0.010403678,0.00084115
2013,h2124,0.05,0.05,0.091912555,0.076850095,0.010403678,0.00084115
2013,h2125,0.05,0.05,0.091184902,0.080916943,0.011325852,0.00084115
2013,h2126,0.05,0.05,0.087654077,0.081055305,0.011325852,0.00084115
2013,h2127,0.05,0.05,0.08570553,0.080457385,0.011325852,0.00084115
2013,h2128,0.05,0.05,0.082135636,0.079404847,0.011325852,0.00084115
2013,h2129,0.05,0.05,0.081315196,0.079138006,0.011325852,0.00084115
2013,h2130,0.05,0.05,0.082101451,0.082345035,0.011325852,0.00084115
2013,h2131,0.05,0.05,0.081930526,0.089935168,0.012494805,0.00084115
2013,h2132,0.05,0.05,0.082096568,0.098553131,0.016005992,0.00084115
2013,h2133,0.05,0.05,0.080655913,0.107106855,0.018854773,0.00084115
2013,h2134,0.05,0.05,0.081779135,0.101844165,0.019309365,0.00084115
2013,h2135,0.05,0.05,0.081857273,0.101518027,0.017655514,0
2013,h2136,0.05,0.05,0.086560156,0.098419711,0.017655514,0
2013,h2137,0.05,0.05,0.087600357,0.098572897,0.017655514,0
2013,h2138,0.05,0.05,0.091642566,0.097659145,0.017645304,0
2013,h2139,0.05,0.05,0.099114704,0.097387568,0.017645304,0
2013,h2140,0.05,0.05,0.103699407,0.096648149,0.017645304,0
2013,h2141,0.05,0.05,0.103904401,0.095783966,0.017645304,0
2013,h2142,0.05,0.05,0.10313056,0.094855175,0.017609196,0
2013,h2143,0.05,0.05,0.107368214,0.09410532,0.017579313,0
2013,h2144,0.05,0.05,0.115564596,0.094836652,0.021418158,0
2013,h2145,0.05,0.05,0.117256693,0.096044256,0.023985948,0
2013,h2146,0.05,0.05,0.121023727,0.103402518,0.025423401,0.005289647
2013,h2147,0.05,0.05,0.124993148,0.112096772,0.028480804,0.017341139
2013,h2148,0.05,0.05,0.126707852,0.109441534,0.032084268,0.021500959
2013,h2149,0.05,0.05,0.127195099,0.105664472,0.033759842,0.023645063
2013,h2150,0.05,0.05,0.131948807,0.105306743,0.036327631,0.023645063
2013,h2151,0.05,0.05,0.133520324,0.105153276,0.036327631,0.023645063
2013,h2152,0.05,0.05,0.133339309,0.106926645,0.036327631,0.023645063
2013,h2153,0.05,0.05,0.133563411,0.10927847,0.036327631,0.023645063
2013,h2154,0.05,0.05,0.136098021,0.112777287,0.036327631,0.023645063
2013,h2155,0.05,0.05,0.14059074,0.122319958,0.036100202,0.024483874
2013,h2156,0.05,0.05,0.145899385,0.125971627,0.036355106,0.027839119
2013,h2157,0.05,0.05,0.148354719,0.12807074,0.035389371,0.029516742
2013,h2158,0.05,0.05,0.147770213,0.127701626,0.034934778,0.029516742
2013,h2159,0.05,0.05,0.147608108,0.130904916,0.034934778,0.029516742
2013,h2160,0.05,0.05,0.142612663,0.13113473,0.034934778,0.029516742
2013,h2161,0.05,0.05,0.136908942,0.130722951,0.036522528,0.029516742
2013,h2162,0.05,0.05,0.132924664,0.141313644,0.037399856,0.029516742
2013,h2163,0.05,0.05,0.118957748,0.146698488,0.037399856,0.029516742
2013,h2164,0.05,0.05,0.106765957,0.14808572,0.037399856,0.029516742
2013,h2165,0.05,0.05,0.096905236,0.150800517,0.037399856,0.030329875
2013,h2166,0.05,0.05,0.089014708,0.154231305,0.03429711,0.030736442
2013,h2167,0.05,0.05,0.080402427,0.160212808,0.031729321,0.030736442
2013,h2168,0.05,0.05,0.073492119,0.163588902,0.028532423,0.031378389
2013,h2169,0.05,0.05,0.075364778,0.16480708,0.025964633,0.031378389
2013,h2170,0.05,0.05,0.070375897,0.15553401,0.023366886,0.026088743
2013,h2171,0.05,0.05,0.072102255,0.145266508,0.019344015,0.01403725
2013,h2172,0.05,0.05,0.078251795,0.137619332,0.015740551,0.009877431
2013,h2173,0.05,0.05,0.093350109,0.13999105,0.013378184,0.007733326
2013,h2174,0.05,0.05,0.097987867,0.14201969,0.01977626,0.008503663
2013,h2175,0.05,0.05,0.097334387,0.145788584,0.028956108,0.010044337
2013,h2176,0.05,0.05,0.097787921,0.145221758,0.031973261,0.010044337
2013,h2177,0.05,0.05,0.100972417,0.143257757,0.031973261,0.010044337
2013,h2178,0.05,0.05,0.098231703,0.13551611,0.031973261,0.010044337
2013,h2179,0.05,0.05,0.091555478,0.13028043,0.031031738,0.009205526
2013,h2180,0.05,0.05,0.085561993,0.129256165,0.028866235,0.008161291
2013,h2181,0.05,0.05,0.081636236,0.126610979,0.02698319,0.006483669
2013,h2182,0.05,0.05,0.080641386,0.127416468,0.02698319,0.006483669
2013,h2183,0.05,0.05,0.083918539,0.126098846,0.02698319,0.006483669
2013,h2184,0.05,0.05,0.085259636,0.124975139,0.02698319,0.006483669
2013,h2185,0.05,0.05,0.093194054,0.125706046,0.027055944,0.007168413
2013,h2186,0.05,0.05,0.092389396,0.115214797,0.026692173,0.011619248
2013,h2187,0.05,0.05,0.09213093,0.10874105,0.028083059,0.013489455
2013,h2188,0.05,0.05,0.092150437,0.106831742,0.028083059,0.013489455
2013,h2189,0.05,0.05,0.092072409,0.103788783,0.028083059,0.012676322
2013,h2190,0.05,0.05,0.092189451,0.100477327,0.028083059,0.012269755
2013,h2191,0.05,0.05,0.091672519,0.095012928,0.028083059,0.012269755
2013,h2192,0.05,0.05,0.099148525,0.091089897,0.028404033,0.012547932
2013,h2193,0.05,0.05,0.10420568,0.081995823,0.028404033,0.012547932
2013,h2194,0.05,0.05,0.127438358,0.082761535,0.031100212,0.014045809
2013,h2195,0.05,0.05,0.140288507,0.085406722,0.045402801,0.022673583
2013,h2196,0.05,0.05,0.133256281,0.086505569,0.064276055,0.030055978
2013,h2197,0.05,0.05,0.118421309,0.086455847,0.074568611,0.030055978
2013,h2198,0.05,0.05,0.109262836,0.084725537,0.065602746,0.029285641
2013,h2199,0.05,0.05,0.110321083,0.081911297,0.056422898,0.02795895
2013,h2200,0.05,0.05,0.115217306,0.081448886,0.053405745,0.028108737
2013,h2201,0.05,0.05,0.120635339,0.082985282,0.053448541,0.029563818
2013,h2202,0.05,0.05,0.122010573,0.080817422,0.053448541,0.030586654
2013,h2203,0.05,0.05,0.123268766,0.067710819,0.053448541,0.030736442
2013,h2204,0.05,0.05,0.123853972,0.053475537,0.051847953,0.0288106
2013,h2205,0.05,0.05,0.128130852,0.045912888,0.051847953,0.0288106
2013,h2206,0.05,0.05,0.135011899,0.045544948,0.051847953,0.0288106
2013,h2207,0.05,0.05,0.140361657,0.044167661,0.055793789,0.0288106
2013,h2208,0.05,0.05,0.148520404,0.044316826,0.058143317,0.029234285
2013,h2209,0.05,0.05,0.156976631,0.04458035,0.05969255,0.029401191
2013,h2210,0.05,0.05,0.172318781,0.045932776,0.06616766,0.026191454
2013,h2211,0.05,0.05,0.181886899,0.046246022,0.073494419,0.026075904
2013,h2212,0.05,0.05,0.190762523,0.046986874,0.076447377,0.026846241
2013,h2213,0.05,0.05,0.194815075,0.046981901,0.076447377,0.026846241
2013,h2214,0.05,0.05,0.204992782,0.046857597,0.076447377,0.026846241
2013,h2215,0.05,0.05,0.212498049,0.046246022,0.076447377,0.026846241
2013,h2216,0.05,0.05,0.214731586,0.047016706,0.076147802,0.025926116
2013,h2217,0.05,0.05,0.209235526,0.046474741,0.076147802,0.025926116
2013,h2218,0.05,0.05,0.195083294,0.044341687,0.075214838,0.024428239
2013,h2219,0.05,0.05,0.1924011,0.044048329,0.066946556,0.015800466
2013,h2220,0.05,0.05,0.205022043,0.044520684,0.062482881,0.010455184
2013,h2221,0.05,0.05,0.208123635,0.043078759,0.053260237,0.010455184
2013,h2222,0.05,0.05,0.208494265,0.059198488,0.053260237,0.014272631
2013,h2223,0.05,0.05,0.20869421,0.083388027,0.053735278,0.021419645
2013,h2224,0.05,0.05,0.204719686,0.100740851,0.060805259,0.044602506
2013,h2225,0.05,0.05,0.19596598,0.10906424,0.064040674,0.066257532
2013,h2226,0.05,0.05,0.194068937,0.118073787,0.064040674,0.078501609
2013,h2227,0.05,0.05,0.193259402,0.122479117,0.064040674,0.083915366
2013,h2228,0.05,0.05,0.192113374,0.131051114,0.064040674,0.083530197
2013,h2229,0.05,0.05,0.187816987,0.136068019,0.064040674,0.083530197
2013,h2230,0.05,0.05,0.182077091,0.135814439,0.064040674,0.083530197
2013,h2231,0.05,0.05,0.176424977,0.136535402,0.060411531,0.083530197
2013,h2232,0.05,0.05,0.171835986,0.13844471,0.058062004,0.083106512
2013,h2233,0.05,0.05,0.15397745,0.139508751,0.056452855,0.08287969
2013,h2234,0.05,0.05,0.142761002,0.13890712,0.051989181,0.085404684
2013,h2235,0.05,0.05,0.143926537,0.139011535,0.043271535,0.089127979
2013,h2236,0.05,0.05,0.141288233,0.13844471,0.040318577,0.093621611
2013,h2237,0.05,0.05,0.149442104,0.138902148,0.040318577,0.098243632
2013,h2238,0.05,0.05,0.147067143,0.138867343,0.040318577,0.102865653
2013,h2239,0.05,0.05,0.148617939,0.139468974,0.040318577,0.104406327
2013,h2240,0.05,0.05,0.149837118,0.139359586,0.039655231,0.105904204
2013,h2241,0.05,0.05,0.15786907,0.140050716,0.042223021,0.106772973
2013,h2242,0.05,0.05,0.166725187,0.141348449,0.052083333,0.108056868
2013,h2243,0.05,0.05,0.179053527,0.142815235,0.068568543,0.11389003
2013,h2244,0.05,0.05,0.197565543,0.145544948,0.084732779,0.122757464
2013,h2245,0.05,0.05,0.201359629,0.144809069,0.114001301,0.133726205
2013,h2246,0.05,0.05,0.215784956,0.131404137,0.144609354,0.140809025
2013,h2247,0.05,0.05,0.220490988,0.108636635,0.174742365,0.144348295
2013,h2248,0.05,0.05,0.222241729,0.091711416,0.196444467,0.128085627
2013,h2249,0.05,0.05,0.225665184,0.081707438,0.2170467,0.11218673
2013,h2250,0.05,0.05,0.228371762,0.071927208,0.237255204,0.105574671
2013,h2251,0.05,0.05,0.236130618,0.06838206,0.250166906,0.102677349
2013,h2252,0.05,0.05,0.244230844,0.061624901,0.260194125,0.103901328
2013,h2253,0.05,0.05,0.255544827,0.058571997,0.262102849,0.103901328
2013,h2254,0.05,0.05,0.266419905,0.059357597,0.270918926,0.103901328
2013,h2255,0.05,0.05,0.269375195,0.057965394,0.27466362,0.103901328
2013,h2256,0.05,0.05,0.270370045,0.056160501,0.281506779,0.103901328
2013,h2257,0.05,0.05,0.287565348,0.054484885,0.283984696,0.1032765
2013,h2258,0.05,0.05,0.296041081,0.055101432,0.281823473,0.10107248
2013,h2259,0.05,0.05,0.300356976,0.055678202,0.283107368,0.097177999
2013,h2260,0.05,0.05,0.305901802,0.055986476,0.283834908,0.092748562
2013,h2261,0.05,0.05,0.312041589,0.056558274,0.283877705,0.088147939
2013,h2262,0.05,0.05,0.31902017,0.056990851,0.283877705,0.083525918
2013,h2263,0.05,0.05,0.320785542,0.056533413,0.283877705,0.081985244
2013,h2264,0.05,0.05,0.315918578,0.055787589,0.283877705,0.082798377
2013,h2265,0.05,0.05,0.31019819,0.055757757,0.281309915,0.082699945
2013,h2266,0.05,0.05,0.298572097,0.053226929,0.269686387,0.08141605
2013,h2267,0.05,0.05,0.275246762,0.047881862,0.247166872,0.075582888
2013,h2268,0.05,0.05,0.244679502,0.041776054,0.216593057,0.064678342
2013,h2269,0.05,0.05,0.237383934,0.041631862,0.186019241,0.0537096
2013,h2270,0.05,0.05,0.222548962,0.04259646,0.155411189,0.042809333
2013,h2271,0.05,0.05,0.2142049,0.045405728,0.124803136,0.031909066
2013,h2272,0.05,0.05,0.21386353,0.044451074,0.096031053,0.024839085
2013,h2273,0.05,0.05,0.219325453,0.044122912,0.072150609,0.017777664
2013,h2274,0.05,0.05,0.22167603,0.044018496,0.051942105,0.011122809
2013,h2275,0.05,0.05,0.216394546,0.041890414,0.039030403,0.008456587
2013,h2276,0.05,0.05,0.208728347,0.042571599,0.029003184,0.007232608
2013,h2277,0.05,0.05,0.197516776,0.042616348,0.02709446,0.007232608
2013,h2278,0.05,0.05,0.184525203,0.041423031,0.019070118,0.007232608
2013,h2279,0.05,0.05,0.179429034,0.041602029,0.015800466,0.007232608
2013,h2280,0.05,0.05,0.172679658,0.042820207,0.009749041,0.007232608
2013,h2281,0.05,0.05,0.154933287,0.043690334,0.008195529,0.007232608
2013,h2282,0.05,0.05,0.146540457,0.042566627,0.00695443,0.005670535
2013,h2283,0.05,0.05,0.132490637,0.041636834,0.006419474,0.005627739
2013,h2284,0.05,0.05,0.130325375,0.041502586,0.005691934,0.004793207
2013,h2285,0.05,0.05,0.117085089,0.040488266,0.005649137,0.004771809
2013,h2286,0.05,0.05,0.107634012,0.039951273,0.005649137,0.004771809
2013,h2287,0.05,0.05,0.105195654,0.039936356,0.005649137,0.004771809
2013,h2288,0.05,0.05,0.102493953,0.039628083,0.005649137,0.002460798
2013,h2289,0.05,0.05,0.097807428,0.039324781,0.005649137,0.001690462
2013,h2290,0.05,0.05,0.092901451,0.039538584,0.005649137,0.001690462
2013,h2291,0.05,0.05,0.088941557,0.045878083,0.005649137,0.001690462
2013,h2292,0.05,0.05,0.088824516,0.055359984,0.005649137,0.001690462
2013,h2293,0.05,0.05,0.090399696,0.062186754,0.005649137,0.001690462
2013,h2294,0.05,0.05,0.095749454,0.071002387,0.006727609,0.001690462
2013,h2295,0.05,0.05,0.09703203,0.07435362,0.007806081,0.001690462
2013,h2296,0.05,0.05,0.096368797,0.081612967,0.007806081,0.001690462
2013,h2297,0.05,0.05,0.090731312,0.091895386,0.007806081,0.001540674
2013,h2298,0.05,0.05,0.089692572,0.100676213,0.008948747,0.001540674
2013,h2299,0.05,0.05,0.089946161,0.10154634,0.01123408,0.001540674
2013,h2300,0.05,0.05,0.0917603,0.098995625,0.01123408,0.001540674
2013,h2301,0.05,0.05,0.092530821,0.098901154,0.01123408,0.001540674
2013,h2302,0.05,0.05,0.094540028,0.100407717,0.011828951,0.001540674
2013,h2303,0.05,0.05,0.100343321,0.102655131,0.011037216,0.001540674
2013,h2304,0.05,0.05,0.100494499,0.109944312,0.01232967,0.002062791
2013,h2305,0.05,0.05,0.102147706,0.114946301,0.009804677,0.002062791
2013,h2306,0.05,0.05,0.09569581,0.117929594,0.009804677,0.002062791
2013,h2307,0.05,0.05,0.095544632,0.121076969,0.009055738,0.000522117
2013,h2308,0.05,0.05,0.085708294,0.122837112,0.009055738,0.000522117
2013,h2309,0.05,0.05,0.080807194,0.124870724,0.009055738,0.000522117
2013,h2310,0.05,0.05,0.076603464,0.125631464,0.009055738,0.000522117
2013,h2311,0.05,0.05,0.07130735,0.127824185,0.009055738,0.000522117
2013,h2312,0.05,0.05,0.084284293,0.129624105,0.012137086,0.000522117
2013,h2313,0.05,0.05,0.086644624,0.129410302,0.015218433,0.000522117
2013,h2314,0.05,0.05,0.085888733,0.129579356,0.015218433,0.000522117
2013,h2315,0.05,0.05,0.085679034,0.134581344,0.015218433,0.000522117
2013,h2316,0.05,0.05,0.083450375,0.133581941,0.015218433,0.000522117
2013,h2317,0.05,0.05,0.081353386,0.131921241,0.015218433,0.000522117
2013,h2318,0.05,0.05,0.075398915,0.121986874,0.014139962,0.000522117
2013,h2319,0.05,0.05,0.074930751,0.114135839,0.01306149,0.000522117
2013,h2320,0.05,0.05,0.075345272,0.107338902,0.01306149,0.000522117
2013,h2321,0.05,0.05,0.072550913,0.098682379,0.01306149,0.000522117
2013,h2322,0.05,0.05,0.068669047,0.097399562,0.011918824,0.000522117
2013,h2323,0.05,0.05,0.065547948,0.102863962,0.009633491,0.000522117
2013,h2324,0.05,0.05,0.063343672,0.107254375,0.009633491,0.000522117
2013,h2325,0.05,0.05,0.062690192,0.107567621,0.009633491,0.000522117
2013,h2326,0.05,0.05,0.059661751,0.106329554,0.008246884,0.000522117
2013,h2327,0.05,0.05,0.055072761,0.108929992,0.009560737,0.001549233
2013,h2328,0.05,0.05,0.055799391,0.10874105,0.007476548,0.001027116
2013,h2329,0.05,0.05,0.054087664,0.111649761,0.007476548,0.001027116
2013,h2330,0.05,0.05,0.060178683,0.109268099,0.007476548,0.001027116
2013,h2331,0.05,0.05,0.066040496,0.106717383,0.007476548,0.001027116
2013,h2332,0.05,0.05,0.06961513,0.104683771,0.007476548,0.001027116
2013,h2333,0.05,0.05,0.074984395,0.102625298,0.007476548,0.001027116
2013,h2334,0.05,0.05,0.081626483,0.102540772,0.007476548,0.001027116
2013,h2335,0.05,0.05,0.086283747,0.101402148,0.00818269,0.001540674
2013,h2336,0.05,0.05,0.086512953,0.102133055,0.008375274,0.003338127
2013,h2337,0.05,0.05,0.094754604,0.103177208,0.007604937,0.004365242
2013,h2338,0.05,0.05,0.096242002,0.102063445,0.007604937,0.004365242
2013,h2339,0.05,0.05,0.095583645,0.096991846,0.007604937,0.004365242
2013,h2340,0.05,0.05,0.09603718,0.098921042,0.007604937,0.004365242
2013,h2341,0.05,0.05,0.096310276,0.096405131,0.007604937,0.004365242
2013,h2342,0.05,0.05,0.096832085,0.093526253,0.007604937,0.004365242
2013,h2343,0.05,0.05,0.107911985,0.096847653,0.008525062,0.004365242
2013,h2344,0.05,0.05,0.119586845,0.100875099,0.011585011,0.004750411
2013,h2345,0.05,0.05,0.126419125,0.101705449,0.016035846,0.004750411
2013,h2346,0.05,0.05,0.131056882,0.095723946,0.019973124,0.004750411
2013,h2347,0.05,0.05,0.132334582,0.090045744,0.019973124,0.004750411
2013,h2348,0.05,0.05,0.132817377,0.088683373,0.019973124,0.004750411
2013,h2349,0.05,0.05,0.133105103,0.089727526,0.019973124,0.004750411
2013,h2350,0.05,0.05,0.132612555,0.090652347,0.019973124,0.004750411
2013,h2351,0.05,0.05,0.131734746,0.087306086,0.019451007,0.003980074
2013,h2352,0.05,0.05,0.136333489,0.08030529,0.019451007,0.003980074
2013,h2353,0.05,0.05,0.141434535,0.07131066,0.019451007,0.003980074
2013,h2354,0.05,0.05,0.144394702,0.071166468,0.020606512,0.003980074
2013,h2355,0.05,0.05,0.144277661,0.070843278,0.022617947,0.003980074
2013,h2356,0.05,0.05,0.15072468,0.071733294,0.022617947,0.003980074
2013,h2357,0.05,0.05,0.152143805,0.071922235,0.022617947,0.003980074
2013,h2358,0.05,0.05,0.145735799,0.071464797,0.022617947,0.003980074
2013,h2359,0.05,0.05,0.138684067,0.071395187,0.021911805,0.003466516
2013,h2360,0.05,0.05,0.141849056,0.072538783,0.021719221,0.002884484
2013,h2361,0.05,0.05,0.149832241,0.074323787,0.022425363,0.00292728
2013,h2362,0.05,0.05,0.152563202,0.075745823,0.022425363,0.00292728
2013,h2363,0.05,0.05,0.153494655,0.069669849,0.022425363,0.00292728
2013,h2364,0.05,0.05,0.154338327,0.059447096,0.022425363,0.00292728
2013,h2365,0.05,0.05,0.156518219,0.055713007,0.022425363,0.00292728
2013,h2366,0.05,0.05,0.156474329,0.060093477,0.022425363,0.00292728
2013,h2367,0.05,0.05,0.144682428,0.060794551,0.021505238,0.00292728
2013,h2368,0.05,0.05,0.130486306,0.06217681,0.018445289,0.002542112
2013,h2369,0.05,0.05,0.123278519,0.062634248,0.013994454,0.002542112
2013,h2370,0.05,0.05,0.124073424,0.063593874,0.010057176,0.002542112
2013,h2371,0.05,0.05,0.129350031,0.065184964,0.010057176,0.002542112
2013,h2372,0.05,0.05,0.131125156,0.062748608,0.010057176,0.002542112
2013,h2373,0.05,0.05,0.130891074,0.058646579,0.010057176,0.002542112
2013,h2374,0.05,0.05,0.131003238,0.057319014,0.010057176,0.002542112
2013,h2375,0.05,0.05,0.132344335,0.057856006,0.009329636,0.002542112
2013,h2376,0.05,0.05,0.126155782,0.056722355,0.00939383,0.002798891
2013,h2377,0.05,0.05,0.12104986,0.056279833,0.010099973,0.00305567
2013,h2378,0.05,0.05,0.116670568,0.055896977,0.011084292,0.00305567
2013,h2379,0.05,0.05,0.113144702,0.055593675,0.009072857,0.00305567
2013,h2380,0.05,0.05,0.102757296,0.054977128,0.009072857,0.00305567
2013,h2381,0.05,0.05,0.095471481,0.05765712,0.009072857,0.00305567
2013,h2382,0.05,0.05,0.094037726,0.060670247,0.009072857,0.00305567
2013,h2383,0.05,0.05,0.092438163,0.063509348,0.009072857,0.00305567
2013,h2384,0.05,0.05,0.074179736,0.060918854,0.005991509,0.001840249
2013,h2385,0.05,0.05,0.05499961,0.062838107,0.002974356,0.000770337
2013,h2386,0.05,0.05,0.049615715,0.063862371,0.002974356,0.000770337
2013,h2387,0.05,0.05,0.049210947,0.06404634,0.002974356,0.000770337
2013,h2388,0.05,0.05,0.048840317,0.065811456,0.002974356,0.000770337
2013,h2389,0.05,0.05,0.047279767,0.068779833,0.002974356,0.000770337
2013,h2390,0.05,0.05,0.04847944,0.079231305,0.003252534,0.003594906
2013,h2391,0.05,0.05,0.048781796,0.08807677,0.003252534,0.003594906
2013,h2392,0.05,0.05,0.049362125,0.084979117,0.003252534,0.003594906
2013,h2393,0.05,0.05,0.057647667,0.084790175,0.003252534,0.003594906
2013,h2394,0.05,0.05,0.062578027,0.086406126,0.007746165,0.003594906
2013,h2395,0.05,0.05,0.067722963,0.088608791,0.020593673,0.00439948
2013,h2396,0.05,0.05,0.073843243,0.090985481,0.020593673,0.00439948
2013,h2397,0.05,0.05,0.078398096,0.092238465,0.020593673,0.00439948
2013,h2398,0.05,0.05,0.086230103,0.093745028,0.020936045,0.00439948
2013,h2399,0.05,0.05,0.088883037,0.092571599,0.023011675,0.004142701
2013,h2400,0.05,0.05,0.088663585,0.093909109,0.025087305,0.003885922
2013,h2401,0.05,0.05,0.092355259,0.093874304,0.024381163,0.003629143
2013,h2402,0.05,0.05,0.093691479,0.093466587,0.024038791,0.003629143
2013,h2403,0.05,0.05,0.09147745,0.093401949,0.024038791,0.003629143
2013,h2404,0.05,0.05,0.091092189,0.094709626,0.024038791,0.003629143
2013,h2405,0.05,0.05,0.092247971,0.092959427,0.024038791,0.003629143
2013,h2406,0.05,0.05,0.09181882,0.091731305,0.024038791,0.003629143
2013,h2407,0.05,0.05,0.092823424,0.088613763,0.025297008,0.004523589
2013,h2408,0.05,0.05,0.104629955,0.09089101,0.025297008,0.004523589
2013,h2409,0.05,0.05,0.115344101,0.08673926,0.025297008,0.004523589
2013,h2410,0.05,0.05,0.117080212,0.083780827,0.025297008,0.004523589
2013,h2411,0.05,0.05,0.116597417,0.089135839,0.025297008,0.004523589
2013,h2412,0.05,0.05,0.117533747,0.088370127,0.025297008,0.004523589
2013,h2413,0.05,0.05,0.122181258,0.088713206,0.025297008,0.004523589
2013,h2414,0.05,0.05,0.121483887,0.084412291,0.02501883,0.001699021
2013,h2415,0.05,0.05,0.122678683,0.087609387,0.02501883,0.001699021
2013,h2416,0.05,0.05,0.125507179,0.106145585,0.028190051,0.002041393
2013,h2417,0.05,0.05,0.119986735,0.123627685,0.028190051,0.002041393
2013,h2418,0.05,0.05,0.109926069,0.126635839,0.023696419,0.002041393
2013,h2419,0.05,0.05,0.101357678,0.126392204,0.010848911,0.001236819
2013,h2420,0.05,0.05,0.095003316,0.125989459,0.010848911,0.001236819
2013,h2421,0.05,0.05,0.090121723,0.130176014,0.010848911,0.001236819
2013,h2422,0.05,0.05,0.080490208,0.129509745,0.010506539,0.001236819
2013,h2423,0.05,0.05,0.075949984,0.134695704,0.009800397,0.001236819
2013,h2424,0.05,0.05,0.076008505,0.138250796,0.007660572,0.001236819
2013,h2425,0.05,0.05,0.07325316,0.141209228,0.007660572,0.001236819
2013,h2426,0.05,0.05,0.073004448,0.1420893,0.00586312,0.001236819
2013,h2427,0.05,0.05,0.075832943,0.143461615,0.00586312,0.001236819
2013,h2428,0.05,0.05,0.077495904,0.142501989,0.00586312,0.001236819
2013,h2429,0.05,0.05,0.076457163,0.141577168,0.00586312,0.001236819
2013,h2430,0.05,0.05,0.07683267,0.142288186,0.00586312,0.001236819
2013,h2431,0.05,0.05,0.074730805,0.147484089,0.004604903,0.000342372
2013,h2432,0.05,0.05,0.059422792,0.148702267,0.004604903,0.000342372
2013,h2433,0.05,0.05,0.049620591,0.15910899,0.005332443,0.001669063
2013,h2434,0.05,0.05,0.04818196,0.161450875,0.005332443,0.001669063
2013,h2435,0.05,0.05,0.051400593,0.155802506,0.005332443,0.001669063
2013,h2436,0.05,0.05,0.064367782,0.156737271,0.00646655,0.001669063
2013,h2437,0.05,0.05,0.073136119,0.154952267,0.007729047,0.001669063
2013,h2438,0.05,0.05,0.085015801,0.145331146,0.012179882,0.001669063
2013,h2439,0.05,0.05,0.08818079,0.128550119,0.016630718,0.001669063
2013,h2440,0.05,0.05,0.086629994,0.107050517,0.013887462,0.001326691
2013,h2441,0.05,0.05,0.083781991,0.090523071,0.013887462,0.001326691
2013,h2442,0.05,0.05,0.083855142,0.091925219,0.013887462,0.001326691
2013,h2443,0.05,0.05,0.080465824,0.09591786,0.013887462,0.001326691
