dummy,dummy,PR_up,PR_do,SR_up,SR_do,MR_up,MR_do
2013,h192,0.05,0.05,0.0221812,0.152173269,0.005191016,0.007493883
2013,h193,0.05,0.05,0.022132364,0.146278068,0.003922485,0.006091966
2013,h194,0.05,0.05,0.021810048,0.147686393,0.003402951,0.003543026
2013,h195,0.05,0.05,0.022806298,0.142991975,0.003402951,0.003543026
2013,h196,0.05,0.05,0.02439346,0.141687421,0.003402951,0.003543026
2013,h197,0.05,0.05,0.024686474,0.14569003,0.003402951,0.003543026
2013,h198,0.05,0.05,0.024183466,0.143209401,0.003402951,0.003543026
2013,h199,0.05,0.05,0.024115096,0.151629704,0.003143184,0.002204833
2013,h200,0.05,0.05,0.023548601,0.158127767,0.004078346,0.000590504
2013,h201,0.05,0.05,0.02411998,0.161211259,0.005273275,0.001542108
2013,h202,0.05,0.05,0.024437412,0.16197719,0.006074224,0.001924449
2013,h203,0.05,0.05,0.030453977,0.163350925,0.006074224,0.001924449
2013,h204,0.05,0.05,0.038414205,0.16661231,0.006074224,0.001924449
2013,h205,0.05,0.05,0.041012268,0.165782139,0.006074224,0.001924449
2013,h206,0.05,0.05,0.048127637,0.159086417,0.006074224,0.001924449
2013,h207,0.05,0.05,0.049324113,0.163247154,0.006074224,0.001924449
2013,h208,0.05,0.05,0.049343647,0.164274984,0.006074224,0.001924449
2013,h209,0.05,0.05,0.048987146,0.164265101,0.006074224,0.001924449
2013,h210,0.05,0.05,0.051648695,0.160390971,0.006074224,0.001924449
2013,h211,0.05,0.05,0.052527739,0.153255455,0.006074224,0.001924449
2013,h212,0.05,0.05,0.052444718,0.150839065,0.006074224,0.001924449
2013,h213,0.05,0.05,0.052112635,0.142117331,0.007567886,0.00247672
2013,h214,0.05,0.05,0.050813604,0.131641366,0.009295338,0.002697628
2013,h215,0.05,0.05,0.050007814,0.122465014,0.009295338,0.002697628
2013,h216,0.05,0.05,0.04993456,0.122030163,0.009295338,0.002697628
2013,h217,0.05,0.05,0.052117518,0.119633539,0.009295338,0.002697628
2013,h218,0.05,0.05,0.051497304,0.123754744,0.009295338,0.002697628
2013,h219,0.05,0.05,0.050374082,0.130806254,0.009295338,0.002697628
2013,h220,0.05,0.05,0.049451086,0.134126937,0.009295338,0.002697628
2013,h221,0.05,0.05,0.049441319,0.132026803,0.009295338,0.002697628
2013,h222,0.05,0.05,0.049480388,0.132061393,0.009295338,0.002697628
2013,h223,0.05,0.05,0.049241092,0.127826534,0.009295338,0.002697628
2013,h224,0.05,0.05,0.054827903,0.122934456,0.010031345,0.00274011
2013,h225,0.05,0.05,0.055960892,0.120592188,0.008836416,0.001788506
2013,h226,0.05,0.05,0.057889905,0.116302973,0.008035467,0.001406165
2013,h227,0.05,0.05,0.052825637,0.111331831,0.008035467,0.001406165
2013,h228,0.05,0.05,0.052430067,0.107334164,0.008035467,0.001406165
2013,h229,0.05,0.05,0.05934521,0.107966675,0.008035467,0.001406165
2013,h230,0.05,0.05,0.056605524,0.103919592,0.008035467,0.001406165
2013,h231,0.05,0.05,0.05531626,0.100870691,0.008035467,0.001406165
2013,h232,0.05,0.05,0.054735115,0.110768501,0.008035467,0.001406165
2013,h233,0.05,0.05,0.054320011,0.120201811,0.008035467,0.003742693
2013,h234,0.05,0.05,0.053255391,0.12963512,0.008035467,0.003742693
2013,h235,0.05,0.05,0.054720464,0.128355274,0.008035467,0.003742693
2013,h236,0.05,0.05,0.054715581,0.124807282,0.008035467,0.003742693
2013,h237,0.05,0.05,0.055433466,0.131438765,0.006541805,0.003190423
2013,h238,0.05,0.05,0.055667878,0.137126423,0.002363882,0.00394236
2013,h239,0.05,0.05,0.055584857,0.142033325,0.002363882,0.00394236
2013,h240,0.05,0.05,0.055116034,0.139780005,0.002796827,0.005399504
2013,h241,0.05,0.05,0.054012346,0.138648403,0.003229773,0.007281471
2013,h242,0.05,0.05,0.054183271,0.135233831,0.003229773,0.007281471
2013,h243,0.05,0.05,0.05538463,0.131112627,0.003229773,0.007281471
2013,h244,0.05,0.05,0.056756915,0.127831475,0.003229773,0.007281471
2013,h245,0.05,0.05,0.057274574,0.124777633,0.003229773,0.007281471
2013,h246,0.05,0.05,0.057367362,0.124906112,0.003229773,0.007281471
2013,h247,0.05,0.05,0.056810634,0.126709756,0.003229773,0.007281471
2013,h248,0.05,0.05,0.047937178,0.129210152,0.002476448,0.007132783
2013,h249,0.05,0.05,0.046823722,0.134196118,0.004831671,0.007982429
2013,h250,0.05,0.05,0.045500273,0.144039571,0.008104738,0.00908697
2013,h251,0.05,0.05,0.044650531,0.148897059,0.009741272,0.01019151
2013,h252,0.05,0.05,0.037212846,0.154802143,0.009741272,0.01019151
2013,h253,0.05,0.05,0.027611736,0.159842465,0.009741272,0.01019151
2013,h254,0.05,0.05,0.024652289,0.172033128,0.009741272,0.01019151
2013,h255,0.05,0.05,0.028476129,0.184648759,0.012092165,0.012230662
2013,h256,0.05,0.05,0.030327004,0.186951494,0.016980119,0.016648824
2013,h257,0.05,0.05,0.031367206,0.189654491,0.022452549,0.018730458
2013,h258,0.05,0.05,0.031753008,0.191003518,0.027193301,0.021772193
2013,h259,0.05,0.05,0.030043757,0.194778819,0.030115683,0.023709387
2013,h260,0.05,0.05,0.030898383,0.200733318,0.030115683,0.023709387
2013,h261,0.05,0.05,0.031186514,0.198598593,0.03323289,0.025833503
2013,h262,0.05,0.05,0.032099742,0.200975451,0.034336901,0.0254809
2013,h263,0.05,0.05,0.031166979,0.199028503,0.034336901,0.0254809
2013,h264,0.05,0.05,0.030283052,0.197852427,0.033903955,0.024023756
2013,h265,0.05,0.05,0.028524965,0.199048269,0.034791493,0.02324633
2013,h266,0.05,0.05,0.02828567,0.195159314,0.034791493,0.02324633
2013,h267,0.05,0.05,0.027279653,0.193167892,0.034791493,0.02324633
2013,h268,0.05,0.05,0.026410377,0.192535381,0.034791493,0.02324633
2013,h269,0.05,0.05,0.026649672,0.193054238,0.034791493,0.02324633
2013,h270,0.05,0.05,0.026429911,0.189036804,0.034791493,0.02324633
2013,h271,0.05,0.05,0.026229684,0.183452917,0.034791493,0.02324633
2013,h272,0.05,0.05,0.026107595,0.178704143,0.033613882,0.02324633
2013,h273,0.05,0.05,0.027870566,0.171815702,0.031258659,0.022396683
2013,h274,0.05,0.05,0.02741151,0.165367054,0.027985592,0.021292142
2013,h275,0.05,0.05,0.027709408,0.166449241,0.026349058,0.020187602
2013,h276,0.05,0.05,0.027641038,0.16628123,0.026349058,0.020187602
2013,h277,0.05,0.05,0.027665456,0.163523877,0.026349058,0.020187602
2013,h278,0.05,0.05,0.026356657,0.158933231,0.026349058,0.020187602
2013,h279,0.05,0.05,0.022913737,0.149569102,0.023998164,0.01814845
2013,h280,0.05,0.05,0.021082396,0.138939951,0.019110211,0.013730288
2013,h281,0.05,0.05,0.020037311,0.127856183,0.013637781,0.009312126
2013,h282,0.05,0.05,0.020667292,0.119742252,0.008897028,0.006270392
2013,h283,0.05,0.05,0.026659439,0.117572936,0.005974647,0.004333197
2013,h284,0.05,0.05,0.027382208,0.107714658,0.005974647,0.004333197
2013,h285,0.05,0.05,0.02668874,0.104725055,0.00285744,0.002209081
2013,h286,0.05,0.05,0.025384826,0.103306847,0.003719001,0.002124116
2013,h287,0.05,0.05,0.025497148,0.105530519,0.003719001,0.002124116
2013,h288,0.05,0.05,0.025316456,0.107131562,0.003719001,0.002124116
2013,h289,0.05,0.05,0.025629005,0.113431966,0.002398518,0.001019576
2013,h290,0.05,0.05,0.025648539,0.121965923,0.002398518,0.001019576
2013,h291,0.05,0.05,0.025160181,0.129017434,0.002398518,0.001019576
2013,h292,0.05,0.05,0.024232302,0.138149312,0.002398518,0.001019576
2013,h293,0.05,0.05,0.023363025,0.147933468,0.005043814,0.002302542
2013,h294,0.05,0.05,0.02405161,0.152593295,0.012538099,0.002570181
2013,h295,0.05,0.05,0.026146664,0.153996679,0.016547174,0.002684883
2013,h296,0.05,0.05,0.031582083,0.159264311,0.018058153,0.002710372
2013,h297,0.05,0.05,0.03118163,0.159377965,0.019569133,0.002735862
2013,h298,0.05,0.05,0.03077141,0.158295778,0.019569133,0.002735862
2013,h299,0.05,0.05,0.033169245,0.152272098,0.019569133,0.002735862
2013,h300,0.05,0.05,0.044860525,0.148610452,0.019569133,0.002735862
2013,h301,0.05,0.05,0.054388381,0.146964935,0.020867969,0.002735862
2013,h302,0.05,0.05,0.055003712,0.139804712,0.020867969,0.002735862
2013,h303,0.05,0.05,0.05564346,0.13291133,0.020867969,0.002735862
2013,h304,0.05,0.05,0.057274574,0.130302222,0.020867969,0.002735862
2013,h305,0.05,0.05,0.058803133,0.129274391,0.020867969,0.002735862
2013,h306,0.05,0.05,0.056463901,0.130840844,0.020867969,0.002735862
2013,h307,0.05,0.05,0.050403383,0.131700664,0.020867969,0.002735862
2013,h308,0.05,0.05,0.048904126,0.134354246,0.020867969,0.002735862
2013,h309,0.05,0.05,0.049705032,0.133899628,0.020867969,0.002735862
2013,h310,0.05,0.05,0.049636662,0.133128756,0.019421931,0.002141109
2013,h311,0.05,0.05,0.05000293,0.127836417,0.019421931,0.002141109
2013,h312,0.05,0.05,0.052727965,0.126245256,0.019421931,0.002141109
2013,h313,0.05,0.05,0.05826594,0.122712089,0.019421931,0.002141109
2013,h314,0.05,0.05,0.060009376,0.115586456,0.019421931,0.002141109
2013,h315,0.05,0.05,0.061474449,0.109849383,0.019421931,0.002141109
2013,h316,0.05,0.05,0.061396312,0.101508144,0.019421931,0.002141109
2013,h317,0.05,0.05,0.061235154,0.099457424,0.016776635,0.000858143
2013,h318,0.05,0.05,0.060541686,0.100159116,0.00928235,0.000590504
2013,h319,0.05,0.05,0.059814033,0.104280321,0.005273275,0.000475802
2013,h320,0.05,0.05,0.065425262,0.103044948,0.003762296,0.000450313
2013,h321,0.05,0.05,0.064394827,0.104784353,0.002251316,0.000424823
2013,h322,0.05,0.05,0.064477848,0.104235848,0.002251316,0.000424823
2013,h323,0.05,0.05,0.061708861,0.109953155,0.002251316,0.000424823
2013,h324,0.05,0.05,0.050090835,0.114696988,0.002251316,0.000424823
2013,h325,0.05,0.05,0.040494609,0.116347446,0.00095248,0.000424823
2013,h326,0.05,0.05,0.039810908,0.123744861,0.00095248,0.000424823
2013,h327,0.05,0.05,0.038785357,0.125271782,0.00095248,0.000424823
2013,h328,0.05,0.05,0.037579114,0.125474383,0.00095248,0.000424823
2013,h329,0.05,0.05,0.035850328,0.126077245,0.00095248,0.000424823
2013,h330,0.05,0.05,0.035933349,0.123206238,0.00095248,0.000424823
2013,h331,0.05,0.05,0.038340952,0.121308705,0.00095248,0.000424823
2013,h332,0.05,0.05,0.038765823,0.11794849,0.00095248,0.000424823
2013,h333,0.05,0.05,0.038423972,0.115695169,0.00095248,0.000424823
2013,h334,0.05,0.05,0.038873261,0.111751858,0,0
2013,h335,0.05,0.05,0.039703469,0.109819734,0,0
2013,h336,0.05,0.05,0.04139807,0.109829617,0,0
2013,h337,0.05,0.05,0.038497226,0.107418169,0,0
2013,h338,0.05,0.05,0.041227145,0.107176036,0,0
2013,h339,0.05,0.05,0.043073136,0.106153147,0,0
2013,h340,0.05,0.05,0.04434775,0.10553546,0,0
2013,h341,0.05,0.05,0.046896976,0.097199162,0,0
2013,h342,0.05,0.05,0.05094546,0.092257669,0,0
2013,h343,0.05,0.05,0.055047664,0.086505772,0,0
2013,h344,0.05,0.05,0.04931923,0.083120849,0.001861665,0.001457144
2013,h345,0.05,0.05,0.053099117,0.08524075,0.001861665,0.001457144
2013,h346,0.05,0.05,0.053416549,0.085458175,0.001861665,0.001457144
2013,h347,0.05,0.05,0.053646078,0.080684693,0.001861665,0.001457144
2013,h348,0.05,0.05,0.055155102,0.073410816,0.001861665,0.001457144
2013,h349,0.05,0.05,0.057479684,0.069902356,0.001861665,0.001457144
2013,h350,0.05,0.05,0.05759689,0.063433942,0.001861665,0.001839485
2013,h351,0.05,0.05,0.058720113,0.06236658,0.001861665,0.001839485
2013,h352,0.05,0.05,0.060907954,0.062391287,0.001861665,0.001839485
2013,h353,0.05,0.05,0.062299773,0.061827957,0.001861665,0.001839485
2013,h354,0.05,0.05,0.063339975,0.061353574,0.001861665,0.001839485
2013,h355,0.05,0.05,0.069737459,0.062514824,0.001861665,0.001839485
2013,h356,0.05,0.05,0.071109744,0.062228218,0.001948254,0.00252345
2013,h357,0.05,0.05,0.075568448,0.058912476,0.001948254,0.00252345
2013,h358,0.05,0.05,0.079660885,0.056713512,0.001948254,0.00252345
2013,h359,0.05,0.05,0.081672918,0.057341082,0.002008867,0.003322118
2013,h360,0.05,0.05,0.079148109,0.057098948,0.002008867,0.004120786
2013,h361,0.05,0.05,0.082258947,0.057019885,0.002008867,0.004120786
2013,h362,0.05,0.05,0.079675535,0.055394133,0.003047936,0.004120786
2013,h363,0.05,0.05,0.080246914,0.055107527,0.003047936,0.004120786
2013,h364,0.05,0.05,0.07969507,0.055067995,0.003047936,0.004120786
2013,h365,0.05,0.05,0.078879512,0.055740038,0.003047936,0.004120786
2013,h366,0.05,0.05,0.076188662,0.055122351,0.003047936,0.004120786
2013,h367,0.05,0.05,0.074381739,0.054736915,0.003047936,0.004120786
2013,h368,0.05,0.05,0.079612049,0.055695565,0.00118627,0.002663642
