DEU,h1,41562
DEU,h2,40100
DEU,h3,38883
DEU,h4,38806
DEU,h5,38593
DEU,h6,38140
DEU,h7,38742
DEU,h8,39256
DEU,h9,42018
DEU,h10,44533
DEU,h11,47489
DEU,h12,49261
DEU,h13,48832
DEU,h14,48595
DEU,h15,48826
DEU,h16,50626
DEU,h17,53793
DEU,h18,54371
DEU,h19,53815
DEU,h20,51609
DEU,h21,49698
DEU,h22,48859
DEU,h23,46093
DEU,h24,44318
DEU,h25,42813
DEU,h26,42318
DEU,h27,41934
DEU,h28,43607
DEU,h29,46463
DEU,h30,52329
DEU,h31,57736
DEU,h32,60956
DEU,h33,62833
DEU,h34,64259
DEU,h35,65434
DEU,h36,65705
DEU,h37,64849
DEU,h38,63278
DEU,h39,63354
DEU,h40,64290
DEU,h41,68262
DEU,h42,68159
DEU,h43,66061
DEU,h44,62543
DEU,h45,59581
DEU,h46,57599
DEU,h47,53280
DEU,h48,49918
DEU,h49,48638
DEU,h50,48082
DEU,h51,47861
DEU,h52,48411
DEU,h53,50986
DEU,h54,55857
DEU,h55,60948
DEU,h56,64162
DEU,h57,65966
DEU,h58,66379
DEU,h59,67625
DEU,h60,67794
DEU,h61,66551
DEU,h62,65506
DEU,h63,64853
DEU,h64,65985
DEU,h65,69210
DEU,h66,69159
DEU,h67,67078
DEU,h68,63478
DEU,h69,60663
DEU,h70,58350
DEU,h71,55087
DEU,h72,51718
DEU,h73,49157
DEU,h74,48594
DEU,h75,48643
DEU,h76,49409
DEU,h77,51452
DEU,h78,56643
DEU,h79,62401
DEU,h80,65584
DEU,h81,67404
DEU,h82,68173
DEU,h83,68997
DEU,h84,69469
DEU,h85,68587
DEU,h86,67122
DEU,h87,66818
DEU,h88,68104
DEU,h89,69801
DEU,h90,69105
DEU,h91,66614
DEU,h92,62098
DEU,h93,59305
DEU,h94,57794
DEU,h95,53664
DEU,h96,50780
DEU,h97,48786
DEU,h98,47649
DEU,h99,47137
DEU,h100,47921
DEU,h101,47767
DEU,h102,48420
DEU,h103,50161
DEU,h104,53621
DEU,h105,56533
DEU,h106,59117
DEU,h107,60729
DEU,h108,60826
DEU,h109,59456
DEU,h110,58131
DEU,h111,57920
DEU,h112,58847
DEU,h113,61595
DEU,h114,61433
DEU,h115,59791
DEU,h116,56066
DEU,h117,53525
DEU,h118,52340
DEU,h119,48703
DEU,h120,45590
DEU,h121,43535
DEU,h122,42181
DEU,h123,41981
DEU,h124,41903
DEU,h125,41300
DEU,h126,40917
DEU,h127,42040
DEU,h128,44988
DEU,h129,48812
DEU,h130,51933
DEU,h131,54497
DEU,h132,55033
DEU,h133,53673
DEU,h134,53219
DEU,h135,52240
DEU,h136,53738
DEU,h137,57201
DEU,h138,58107
DEU,h139,56663
DEU,h140,54371
DEU,h141,52443
DEU,h142,52249
DEU,h143,49497
DEU,h144,46260
DEU,h145,44304
DEU,h146,43691
DEU,h147,44287
DEU,h148,46200
DEU,h149,50649
DEU,h150,59542
DEU,h151,66261
DEU,h152,68960
DEU,h153,69247
DEU,h154,70469
DEU,h155,71360
DEU,h156,70861
DEU,h157,70827
DEU,h158,70353
DEU,h159,69778
DEU,h160,70582
DEU,h161,72983
DEU,h162,72271
DEU,h163,69826
DEU,h164,66773
DEU,h165,63890
DEU,h166,61124
DEU,h167,57444
DEU,h168,53755
DEU,h169,51790
DEU,h170,51217
DEU,h171,51792
DEU,h172,53483
DEU,h173,56535
DEU,h174,64186
